digit	allele	label	head	head_idx	parent	parent_val	expert
4	HLA-C:01:67	7	HLA-C:01	63	HLA-C	1	E1
4	HLA-C:02:02	1	HLA-C:02	64	HLA-C	2	E1
4	HLA-C:02:10	2	HLA-C:02	64	HLA-C	2	E1
4	HLA-C:03:02	1	HLA-C:03	65	HLA-C	3	E1
4	HLA-C:03:03	2	HLA-C:03	65	HLA-C	3	E1
4	HLA-C:03:04	3	HLA-C:03	65	HLA-C	3	E1
4	HLA-C:03:05	4	HLA-C:03	65	HLA-C	3	E1
4	HLA-C:03:146	5	HLA-C:03	65	HLA-C	3	E1
4	HLA-C:03:36	6	HLA-C:03	65	HLA-C	3	E1
4	HLA-C:03:38	7	HLA-C:03	65	HLA-C	3	E1
4	HLA-C:03:78	8	HLA-C:03	65	HLA-C	3	E1
4	HLA-C:04:01	1	HLA-C:04	66	HLA-C	4	E1
4	HLA-C:04:03	2	HLA-C:04	66	HLA-C	4	E1
4	HLA-C:04:04	3	HLA-C:04	66	HLA-C	4	E1
4	HLA-C:04:06	4	HLA-C:04	66	HLA-C	4	E1
4	HLA-C:04:07	5	HLA-C:04	66	HLA-C	4	E1
4	HLA-C:04:13	6	HLA-C:04	66	HLA-C	4	E1
4	HLA-C:04:16	7	HLA-C:04	66	HLA-C	4	E1
4	HLA-C:04:34	8	HLA-C:04	66	HLA-C	4	E1
4	HLA-C:04:81	9	HLA-C:04	66	HLA-C	4	E1
4	HLA-C:05:01	1	HLA-C:05	67	HLA-C	5	E1
4	HLA-C:05:09	2	HLA-C:05	67	HLA-C	5	E1
4	HLA-C:05:37	3	HLA-C:05	67	HLA-C	5	E1
4	HLA-C:06:02	1	HLA-C:06	68	HLA-C	6	E1
4	HLA-C:06:06	2	HLA-C:06	68	HLA-C	6	E1
4	HLA-C:07:01	1	HLA-C:07	69	HLA-C	7	E1
4	HLA-C:07:02	2	HLA-C:07	69	HLA-C	7	E1
4	HLA-C:07:04	3	HLA-C:07	69	HLA-C	7	E1
4	HLA-C:07:06	4	HLA-C:07	69	HLA-C	7	E1
4	HLA-C:07:18	5	HLA-C:07	69	HLA-C	7	E1
4	HLA-C:07:26	6	HLA-C:07	69	HLA-C	7	E1
4	HLA-C:07:28	7	HLA-C:07	69	HLA-C	7	E1
4	HLA-C:07:74	8	HLA-C:07	69	HLA-C	7	E1
4	HLA-C:08:01	1	HLA-C:08	70	HLA-C	8	E1
4	HLA-C:08:02	2	HLA-C:08	70	HLA-C	8	E1
4	HLA-C:08:03	3	HLA-C:08	70	HLA-C	8	E1
4	HLA-C:08:04	4	HLA-C:08	70	HLA-C	8	E1
4	HLA-C:08:22	5	HLA-C:08	70	HLA-C	8	E1
4	HLA-C:12:02	1	HLA-C:12	71	HLA-C	9	E1
4	HLA-C:12:03	2	HLA-C:12	71	HLA-C	9	E1
4	HLA-C:12:04	3	HLA-C:12	71	HLA-C	9	E1
4	HLA-C:12:05	4	HLA-C:12	71	HLA-C	9	E1
4	HLA-C:12:109	5	HLA-C:12	71	HLA-C	9	E1
4	HLA-C:12:18	6	HLA-C:12	71	HLA-C	9	E1
4	HLA-C:12:19	7	HLA-C:12	71	HLA-C	9	E1
4	HLA-C:14:02	1	HLA-C:14	72	HLA-C	10	E1
4	HLA-C:14:03	2	HLA-C:14	72	HLA-C	10	E1
4	HLA-C:14:10	3	HLA-C:14	72	HLA-C	10	E1
4	HLA-C:14:12	4	HLA-C:14	72	HLA-C	10	E1
4	HLA-C:14:42	5	HLA-C:14	72	HLA-C	10	E1
4	HLA-C:15:02	1	HLA-C:15	73	HLA-C	11	E1
4	HLA-C:15:05	2	HLA-C:15	73	HLA-C	11	E1
4	HLA-C:15:13	3	HLA-C:15	73	HLA-C	11	E1
4	HLA-C:15:22	4	HLA-C:15	73	HLA-C	11	E1
4	HLA-C:16:01	1	HLA-C:16	74	HLA-C	12	E1
4	HLA-C:16:02	2	HLA-C:16	74	HLA-C	12	E1
4	HLA-C:16:04	3	HLA-C:16	74	HLA-C	12	E1
4	HLA-C:16:21	4	HLA-C:16	74	HLA-C	12	E1
4	HLA-C:17:01	1	HLA-C:17	75	HLA-C	13	E1
4	HLA-C:17:03	2	HLA-C:17	75	HLA-C	13	E1
4	HLA-C:18:01	1	HLA-C:18	76	HLA-C	14	E1
4	HLA-C:18:02	2	HLA-C:18	76	HLA-C	14	E1
4	HLA-C:18:04	3	HLA-C:18	76	HLA-C	14	E1
4	HLA-DPA1:01:03	1	HLA-DPA1:01	77	HLA-DPA1	1	E2
4	HLA-DPA1:01:04	2	HLA-DPA1:01	77	HLA-DPA1	1	E2
4	HLA-DPA1:01:05	3	HLA-DPA1:01	77	HLA-DPA1	1	E2
4	HLA-DPA1:01:06	4	HLA-DPA1:01	77	HLA-DPA1	1	E2
4	HLA-DPA1:01:12	5	HLA-DPA1:01	77	HLA-DPA1	1	E2
4	HLA-DPA1:02:01	1	HLA-DPA1:02	78	HLA-DPA1	2	E2
4	HLA-DPA1:02:02	2	HLA-DPA1:02	78	HLA-DPA1	2	E2
4	HLA-DPA1:03:01	1	HLA-DPA1:03	79	HLA-DPA1	3	E2
4	HLA-DPA1:03:02	2	HLA-DPA1:03	79	HLA-DPA1	3	E2
4	HLA-DPA1:03:03	3	HLA-DPA1:03	79	HLA-DPA1	3	E2
4	HLA-DPA1:04:01	1	HLA-DPA1:04	80	HLA-DPA1	4	E2
4	HLA-DPB1:01:01	1	HLA-DPB1:01	81	HLA-DPB1	1	E2
4	HLA-DPB1:02:01	1	HLA-DPB1:02	82	HLA-DPB1	2	E2
4	HLA-DPB1:02:02	2	HLA-DPB1:02	82	HLA-DPB1	2	E2
4	HLA-DPB1:03:01	1	HLA-DPB1:03	83	HLA-DPB1	3	E2
4	HLA-DPB1:04:01	1	HLA-DPB1:04	84	HLA-DPB1	4	E2
4	HLA-DPB1:04:02	2	HLA-DPB1:04	84	HLA-DPB1	4	E2
4	HLA-DPB1:05:01	1	HLA-DPB1:05	85	HLA-DPB1	5	E2
4	HLA-DPB1:06:01	1	HLA-DPB1:06	86	HLA-DPB1	6	E2
4	HLA-DPB1:09:01	1	HLA-DPB1:09	87	HLA-DPB1	7	E2
4	HLA-DPB1:10:01	1	HLA-DPB1:10	88	HLA-DPB1	8	E2
4	HLA-DPB1:104:01	1	HLA-DPB1:104	89	HLA-DPB1	9	E2
4	HLA-DPB1:105:01	1	HLA-DPB1:105	90	HLA-DPB1	10	E2
4	HLA-DPB1:106:01	1	HLA-DPB1:106	91	HLA-DPB1	11	E2
4	HLA-DPB1:107:01	1	HLA-DPB1:107	92	HLA-DPB1	12	E2
4	HLA-DPB1:11:01	1	HLA-DPB1:11	93	HLA-DPB1	13	E2
4	HLA-DPB1:124:01	1	HLA-DPB1:124	94	HLA-DPB1	14	E2
4	HLA-DPB1:126:01	1	HLA-DPB1:126	95	HLA-DPB1	15	E2
4	HLA-DPB1:13:01	1	HLA-DPB1:13	96	HLA-DPB1	16	E2
4	HLA-DPB1:131:01	1	HLA-DPB1:131	97	HLA-DPB1	17	E2
4	HLA-DPB1:133:01	1	HLA-DPB1:133	98	HLA-DPB1	18	E2
4	HLA-DPB1:135:01	1	HLA-DPB1:135	99	HLA-DPB1	19	E2
4	HLA-DPB1:138:01	1	HLA-DPB1:138	100	HLA-DPB1	20	E2
4	HLA-DPB1:14:01	1	HLA-DPB1:14	101	HLA-DPB1	21	E2
4	HLA-DPB1:15:01	1	HLA-DPB1:15	102	HLA-DPB1	22	E2
4	HLA-DPB1:150:01	1	HLA-DPB1:150	103	HLA-DPB1	23	E2
4	HLA-DPB1:153:01	1	HLA-DPB1:153	104	HLA-DPB1	24	E2
4	HLA-DPB1:16:01	1	HLA-DPB1:16	105	HLA-DPB1	25	E2
4	HLA-DPB1:162:01	1	HLA-DPB1:162	106	HLA-DPB1	26	E2
4	HLA-DPB1:17:01	1	HLA-DPB1:17	107	HLA-DPB1	27	E2
4	HLA-DPB1:18:01	1	HLA-DPB1:18	108	HLA-DPB1	28	E2
4	HLA-DPB1:184:01	1	HLA-DPB1:184	109	HLA-DPB1	29	E2
4	HLA-DPB1:19:01	1	HLA-DPB1:19	110	HLA-DPB1	30	E2
4	HLA-DPB1:20:01	1	HLA-DPB1:20	111	HLA-DPB1	31	E2
4	HLA-DPB1:21:01	1	HLA-DPB1:21	112	HLA-DPB1	32	E2
4	HLA-DPB1:23:01	1	HLA-DPB1:23	113	HLA-DPB1	33	E2
4	HLA-DPB1:26:01	1	HLA-DPB1:26	114	HLA-DPB1	34	E2
4	HLA-DPB1:27:01	1	HLA-DPB1:27	115	HLA-DPB1	35	E2
4	HLA-DPB1:28:01	1	HLA-DPB1:28	116	HLA-DPB1	36	E2
4	HLA-DPB1:29:01	1	HLA-DPB1:29	117	HLA-DPB1	37	E2
4	HLA-DPB1:30:01	1	HLA-DPB1:30	118	HLA-DPB1	38	E2
4	HLA-DPB1:31:01	1	HLA-DPB1:31	119	HLA-DPB1	39	E2
4	HLA-DPB1:34:01	1	HLA-DPB1:34	120	HLA-DPB1	40	E2
4	HLA-DPB1:38:01	1	HLA-DPB1:38	121	HLA-DPB1	41	E2
4	HLA-DPB1:39:01	1	HLA-DPB1:39	122	HLA-DPB1	42	E2
4	HLA-DPB1:40:01	1	HLA-DPB1:40	123	HLA-DPB1	43	E2
4	HLA-DPB1:45:01	1	HLA-DPB1:45	124	HLA-DPB1	44	E2
4	HLA-DPB1:46:01	1	HLA-DPB1:46	125	HLA-DPB1	45	E2
4	HLA-DPB1:48:01	1	HLA-DPB1:48	126	HLA-DPB1	46	E2
4	HLA-DPB1:49:01	1	HLA-DPB1:49	127	HLA-DPB1	47	E2
4	HLA-DPB1:55:01	1	HLA-DPB1:55	128	HLA-DPB1	48	E2
4	HLA-DPB1:63:01	1	HLA-DPB1:63	129	HLA-DPB1	49	E2
4	HLA-DPB1:78:01	1	HLA-DPB1:78	130	HLA-DPB1	50	E2
4	HLA-DPB1:80:01	1	HLA-DPB1:80	131	HLA-DPB1	51	E2
4	HLA-DPB1:85:01	1	HLA-DPB1:85	132	HLA-DPB1	52	E2
4	HLA-DPB1:88:01	1	HLA-DPB1:88	133	HLA-DPB1	53	E2
4	HLA-DPB1:91:01	1	HLA-DPB1:91	134	HLA-DPB1	54	E2
4	HLA-DPB1:93:01	1	HLA-DPB1:93	135	HLA-DPB1	55	E2
4	HLA-DQA1:01:01	1	HLA-DQA1:01	136	HLA-DQA1	1	E3
4	HLA-DQA1:01:02	2	HLA-DQA1:01	136	HLA-DQA1	1	E3
4	HLA-DQA1:01:03	3	HLA-DQA1:01	136	HLA-DQA1	1	E3
4	HLA-DQA1:01:04	4	HLA-DQA1:01	136	HLA-DQA1	1	E3
4	HLA-DQA1:01:05	5	HLA-DQA1:01	136	HLA-DQA1	1	E3
4	HLA-DQA1:01:10	6	HLA-DQA1:01	136	HLA-DQA1	1	E3
4	HLA-DQA1:02:01	1	HLA-DQA1:02	137	HLA-DQA1	2	E3
4	HLA-DQA1:03:01	1	HLA-DQA1:03	138	HLA-DQA1	3	E3
4	HLA-DQA1:03:02	2	HLA-DQA1:03	138	HLA-DQA1	3	E3
4	HLA-DQA1:03:03	3	HLA-DQA1:03	138	HLA-DQA1	3	E3
4	HLA-DQA1:04:01	1	HLA-DQA1:04	139	HLA-DQA1	4	E3
4	HLA-DQA1:04:02	2	HLA-DQA1:04	139	HLA-DQA1	4	E3
4	HLA-DQA1:05:01	1	HLA-DQA1:05	140	HLA-DQA1	5	E3
4	HLA-DQA1:05:02	2	HLA-DQA1:05	140	HLA-DQA1	5	E3
4	HLA-DQA1:05:03	3	HLA-DQA1:05	140	HLA-DQA1	5	E3
4	HLA-DQA1:05:05	4	HLA-DQA1:05	140	HLA-DQA1	5	E3
4	HLA-DQA1:05:06	5	HLA-DQA1:05	140	HLA-DQA1	5	E3
4	HLA-DQA1:05:07	6	HLA-DQA1:05	140	HLA-DQA1	5	E3
4	HLA-DQA1:05:08	7	HLA-DQA1:05	140	HLA-DQA1	5	E3
4	HLA-DQA1:05:09	8	HLA-DQA1:05	140	HLA-DQA1	5	E3
4	HLA-DQA1:05:11	9	HLA-DQA1:05	140	HLA-DQA1	5	E3
4	HLA-DQA1:06:01	1	HLA-DQA1:06	141	HLA-DQA1	6	E3
4	HLA-DQB1:02:01	1	HLA-DQB1:02	142	HLA-DQB1	1	E3
4	HLA-DQB1:02:02	2	HLA-DQB1:02	142	HLA-DQB1	1	E3
4	HLA-DQB1:02:07	3	HLA-DQB1:02	142	HLA-DQB1	1	E3
4	HLA-DQB1:02:12	4	HLA-DQB1:02	142	HLA-DQB1	1	E3
4	HLA-DQB1:03:01	1	HLA-DQB1:03	143	HLA-DQB1	2	E3
4	HLA-DQB1:03:02	2	HLA-DQB1:03	143	HLA-DQB1	2	E3
4	HLA-DQB1:03:03	3	HLA-DQB1:03	143	HLA-DQB1	2	E3
4	HLA-DQB1:03:04	4	HLA-DQB1:03	143	HLA-DQB1	2	E3
4	HLA-DQB1:03:05	5	HLA-DQB1:03	143	HLA-DQB1	2	E3
4	HLA-DQB1:03:11	6	HLA-DQB1:03	143	HLA-DQB1	2	E3
4	HLA-DQB1:03:13	7	HLA-DQB1:03	143	HLA-DQB1	2	E3
4	HLA-DQB1:03:19	8	HLA-DQB1:03	143	HLA-DQB1	2	E3
4	HLA-DQB1:03:29	9	HLA-DQB1:03	143	HLA-DQB1	2	E3
4	HLA-DQB1:03:42	10	HLA-DQB1:03	143	HLA-DQB1	2	E3
4	HLA-DQB1:04:01	1	HLA-DQB1:04	144	HLA-DQB1	3	E3
4	HLA-DQB1:04:02	2	HLA-DQB1:04	144	HLA-DQB1	3	E3
4	HLA-DQB1:05:01	1	HLA-DQB1:05	145	HLA-DQB1	4	E3
4	HLA-DQB1:05:02	2	HLA-DQB1:05	145	HLA-DQB1	4	E3
4	HLA-DQB1:05:03	3	HLA-DQB1:05	145	HLA-DQB1	4	E3
4	HLA-DQB1:05:52	4	HLA-DQB1:05	145	HLA-DQB1	4	E3
4	HLA-DQB1:06:01	1	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:02	2	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:03	3	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:04	4	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:08	5	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:09	6	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:10	7	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:110	8	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:39	9	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:41	10	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:48	11	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:55	12	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:84	13	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DQB1:06:88	14	HLA-DQB1:06	146	HLA-DQB1	5	E3
4	HLA-DRB1:01:01	1	HLA-DRB1:01	147	HLA-DRB1	1	E3
4	HLA-DRB1:01:02	2	HLA-DRB1:01	147	HLA-DRB1	1	E3
4	HLA-DRB1:01:03	3	HLA-DRB1:01	147	HLA-DRB1	1	E3
4	HLA-DRB1:01:23	4	HLA-DRB1:01	147	HLA-DRB1	1	E3
4	HLA-DRB1:03:01	1	HLA-DRB1:03	148	HLA-DRB1	2	E3
4	HLA-DRB1:03:02	2	HLA-DRB1:03	148	HLA-DRB1	2	E3
4	HLA-DRB1:03:04	3	HLA-DRB1:03	148	HLA-DRB1	2	E3
4	HLA-DRB1:04:01	1	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:02	2	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:03	3	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:04	4	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:05	5	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:06	6	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:07	7	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:08	8	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:10	9	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:11	10	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:13	11	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:17	12	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:04:92	13	HLA-DRB1:04	149	HLA-DRB1	3	E3
4	HLA-DRB1:07:01	1	HLA-DRB1:07	150	HLA-DRB1	4	E3
4	HLA-DRB1:07:03	2	HLA-DRB1:07	150	HLA-DRB1	4	E3
4	HLA-DRB1:07:11	3	HLA-DRB1:07	150	HLA-DRB1	4	E3
4	HLA-DRB1:08:01	1	HLA-DRB1:08	151	HLA-DRB1	5	E3
4	HLA-DRB1:08:02	2	HLA-DRB1:08	151	HLA-DRB1	5	E3
4	HLA-DRB1:08:03	3	HLA-DRB1:08	151	HLA-DRB1	5	E3
4	HLA-DRB1:08:04	4	HLA-DRB1:08	151	HLA-DRB1	5	E3
4	HLA-DRB1:08:06	5	HLA-DRB1:08	151	HLA-DRB1	5	E3
4	HLA-DRB1:09:01	1	HLA-DRB1:09	152	HLA-DRB1	6	E3
4	HLA-DRB1:09:06	2	HLA-DRB1:09	152	HLA-DRB1	6	E3
4	HLA-DRB1:10:01	1	HLA-DRB1:10	153	HLA-DRB1	7	E3
4	HLA-DRB1:11:01	1	HLA-DRB1:11	154	HLA-DRB1	8	E3
4	HLA-DRB1:11:02	2	HLA-DRB1:11	154	HLA-DRB1	8	E3
4	HLA-DRB1:11:03	3	HLA-DRB1:11	154	HLA-DRB1	8	E3
4	HLA-DRB1:11:04	4	HLA-DRB1:11	154	HLA-DRB1	8	E3
4	HLA-DRB1:11:06	5	HLA-DRB1:11	154	HLA-DRB1	8	E3
4	HLA-DRB1:11:08	6	HLA-DRB1:11	154	HLA-DRB1	8	E3
4	HLA-DRB1:11:10	7	HLA-DRB1:11	154	HLA-DRB1	8	E3
4	HLA-DRB1:12:01	1	HLA-DRB1:12	155	HLA-DRB1	9	E3
4	HLA-DRB1:12:02	2	HLA-DRB1:12	155	HLA-DRB1	9	E3
4	HLA-DRB1:12:10	3	HLA-DRB1:12	155	HLA-DRB1	9	E3
4	HLA-DRB1:13:01	1	HLA-DRB1:13	156	HLA-DRB1	10	E3
4	HLA-DRB1:13:02	2	HLA-DRB1:13	156	HLA-DRB1	10	E3
4	HLA-DRB1:13:03	3	HLA-DRB1:13	156	HLA-DRB1	10	E3
4	HLA-DRB1:13:04	4	HLA-DRB1:13	156	HLA-DRB1	10	E3
4	HLA-DRB1:13:05	5	HLA-DRB1:13	156	HLA-DRB1	10	E3
4	HLA-DRB1:13:12	6	HLA-DRB1:13	156	HLA-DRB1	10	E3
4	HLA-DRB1:13:21	7	HLA-DRB1:13	156	HLA-DRB1	10	E3
4	HLA-DRB1:13:27	8	HLA-DRB1:13	156	HLA-DRB1	10	E3
4	HLA-DRB1:13:31	9	HLA-DRB1:13	156	HLA-DRB1	10	E3
4	HLA-DRB1:14:01	1	HLA-DRB1:14	157	HLA-DRB1	11	E3
4	HLA-DRB1:14:02	2	HLA-DRB1:14	157	HLA-DRB1	11	E3
4	HLA-DRB1:14:03	3	HLA-DRB1:14	157	HLA-DRB1	11	E3
4	HLA-DRB1:14:04	4	HLA-DRB1:14	157	HLA-DRB1	11	E3
4	HLA-DRB1:14:05	5	HLA-DRB1:14	157	HLA-DRB1	11	E3
4	HLA-DRB1:14:06	6	HLA-DRB1:14	157	HLA-DRB1	11	E3
4	HLA-DRB1:14:07	7	HLA-DRB1:14	157	HLA-DRB1	11	E3
4	HLA-DRB1:14:15	8	HLA-DRB1:14	157	HLA-DRB1	11	E3
4	HLA-DRB1:14:54	9	HLA-DRB1:14	157	HLA-DRB1	11	E3
4	HLA-DRB1:15:01	1	HLA-DRB1:15	158	HLA-DRB1	12	E3
4	HLA-DRB1:15:02	2	HLA-DRB1:15	158	HLA-DRB1	12	E3
4	HLA-DRB1:15:03	3	HLA-DRB1:15	158	HLA-DRB1	12	E3
4	HLA-DRB1:15:04	4	HLA-DRB1:15	158	HLA-DRB1	12	E3
4	HLA-DRB1:15:06	5	HLA-DRB1:15	158	HLA-DRB1	12	E3
4	HLA-DRB1:16:01	1	HLA-DRB1:16	159	HLA-DRB1	13	E3
4	HLA-DRB1:16:02	2	HLA-DRB1:16	159	HLA-DRB1	13	E3
